,name,company,year,Price,kms_driven,fuel_type,Seats,Owner_Type,Engine,Power,Mileage
408,Maruti Suzuki Alto,Maruti,2015,230000,5000,Petrol,5.0,2,1086 CC,null bhp,17.0 kmpl
409,Ford Ikon 1.3,Ford,2001,45000,65000,Petrol,5.0,1,1364 CC,67.04 bhp,23.59 kmpl
410,Toyota Fortuner 3.0,Toyota,2010,940000,131000,Diesel,5.0,2,1198 CC,86.8 bhp,19.4 kmpl
411,Tata Manza ELAN,Tata,2010,155555,111111,Petrol,5.0,1,1197 CC,83.1 bhp,21.4 kmpl
412,Mercedes Benz A,Mercedes,2013,1500000,14000,Petrol,5.0,1,1461 CC,108.45 bhp,20.37 kmpl
413,Chevrolet Beat LS,Chevrolet,2016,210000,22000,Diesel,5.0,1,2993 CC,258 bhp,16.2 kmpl
414,Ford EcoSport Trend,Ford,2013,495000,38000,Diesel,5.0,1,796 CC,47.3 bhp,22.74 kmpl
415,Tata Indigo LS,Tata,2016,125000,70000,Diesel,5.0,2,1984 CC,150 bhp,16.8 kmpl
416,Hyundai i20 Magna,Hyundai,2010,195000,36000,Petrol,5.0,1,998 CC,67.1 bhp,18.9 kmpl
417,Volkswagen Vento Highline,Volkswagen,2015,550000,34000,Diesel,5.0,1,1497 CC,78 bhp,17.7 kmpl
418,Renault Kwid RXT,Renault,2015,270000,43000,Petrol,5.0,1,1196 CC,73 bhp,15.1 km/kg
419,Ford EcoSport Titanium,Ford,2014,500000,40000,Diesel,7.0,1,2523 CC,62.1 bhp,15.96 kmpl
420,Honda Amaze 1.5,Honda,2016,240000,160000,Diesel,5.0,1,1086 CC,null bhp,0.0 kmpl
421,Hyundai Verna 1.6,Hyundai,2017,800000,12000,Petrol,5.0,1,814 CC,55.2 bhp,21.1 kmpl
422,BMW 5 Series,BMW,2011,1299000,49000,Diesel,5.0,1,1591 CC,121.3 bhp,13.0 kmpl
423,Skoda Superb 1.8,Skoda,2011,530000,68000,Petrol,5.0,2,1598 CC,103.5 bhp,16.09 kmpl
424,Audi Q3 2.0,Audi,2013,1499000,37000,Diesel,5.0,2,1799 CC,130 bhp,12.9 kmpl
425,Mahindra Bolero DI,Mahindra,2012,220000,59466,Diesel,5.0,1,1248 CC,74 bhp,22.3 kmpl
426,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel,5.0,1,1197 CC,81.83 bhp,18.6 kmpl
427,Ford Figo Duratorq,Ford,2012,250000,99000,Diesel,5.0,2,1968 CC,174.3 bhp,14.16 kmpl
428,Maruti Suzuki Wagon,Maruti,2018,395000,25500,Petrol,5.0,2,1197 CC,85.80 bhp,18.5 kmpl
429,Mahindra Logan Diesel,Mahindra,2009,130000,66000,Petrol,5.0,2,1999 CC,114 bhp,13.17 kmpl
430,Tata Nano GenX,Tata,2010,32000,44005,Petrol,7.0,1,2494 CC,102 bhp,12.8 kmpl
431,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel,5.0,1,793 CC,47 bhp,27.62 kmpl
432,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel,5.0,1,1248 CC,88.5 bhp,25.1 kmpl
433,Hyundai Elite i20,Hyundai,2015,405000,28000,Petrol,5.0,1,1968 CC,181 bhp,15.17 kmpl
434,Hyundai Elite i20,Hyundai,2015,400000,30000,Petrol,5.0,1,1995 CC,190 bhp,21.76 kmpl
435,Honda City SV,Honda,2017,760000,4000,Petrol,7.0,1,4134 CC,335.2 bhp,11.33 kmpl
436,Maruti Suzuki Baleno,Maruti,2016,500000,28000,Petrol,5.0,1,1197 CC,81.83 bhp,18.6 kmpl
437,Ford Figo Petrol,Ford,2011,175000,75000,Petrol,5.0,1,1461 CC,108.45 bhp,19.01 kmpl
438,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel,5.0,1,1120 CC,71 bhp,24.4 kmpl
439,Honda City,Honda,2017,750000,3000,Petrol,5.0,1,1498 CC,89.84 bhp,22.7 kmpl
440,Hyundai Elite i20,Hyundai,2015,419000,20000,Petrol,5.0,1,1198 CC,73.9 bhp,16.47 kmpl
441,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol,5.0,1,1120 CC,70 bhp,24.0 kmpl
442,Hyundai Eon Era,Hyundai,2018,140000,2110,Petrol,5.0,1,1248 CC,88.8 bhp,21.12 kmpl
443,Mitsubishi Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol,5.0,1,1497 CC,118 bhp,17.0 kmpl
444,Hyundai i10 Magna,Hyundai,2008,275000,100200,Petrol,5.0,2,1086 CC,62.1 bhp,17.92 kmpl
445,Toyota Corolla H2,Toyota,2003,150000,100000,Petrol,7.0,1,2494 CC,100 bhp,12.99 kmpl
446,Maruti Suzuki Swift,Maruti,2011,230000,65,Petrol,5.0,1,1248 CC,88.5 bhp,28.09 kmpl
447,Tata Indigo CS,Tata,2015,123000,100000,Diesel,7.0,1,2982 CC,169 bhp,12.55 kmpl
448,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel,5.0,2,1596 CC,null bhp,15.3 kmpl
449,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel,5.0,1,1950 CC,191.34 bhp,12.6 kmpl
450,Hyundai Xcent Base,Hyundai,2016,300000,140000,Diesel,5.0,1,2148 CC,170 bhp,15.8 kmpl
451,Honda City,Honda,2015,499999,55000,Petrol,5.0,1,1968 CC,108.49 bhp,17.72 kmpl
452,Hyundai Accent Executive,Hyundai,2009,165000,48000,Petrol,5.0,1,1197 CC,82 bhp,18.9 kmpl
453,Maruti Suzuki Baleno,Maruti,2016,498000,22000,Petrol,5.0,1,1196 CC,86.8 bhp,18.16 kmpl
454,Tata Zest XE,Tata,2018,480000,103553,Diesel,5.0,1,1395 CC,138.02 bhp,16.8 kmpl
455,Maruti Suzuki Dzire,Maruti,2017,488000,80000,Diesel,5.0,2,1461 CC,83.8 bhp,19.87 kmpl
456,Tata Sumo Gold,Tata,2014,250000,99000,Diesel,5.0,2,1999 CC,177 bhp,15.68 kmpl
457,Toyota Corolla Altis,Toyota,2010,220000,58000,Petrol,5.0,2,1399 CC,68 bhp,20.0 kmpl
458,Maruti Suzuki Eeco,Maruti,2013,290000,70000,LPG,7.0,2,2953 CC,156 bhp,12.8 kmpl
459,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel,7.0,1,2982 CC,168.5 bhp,12.55 kmpl
460,Mahindra XUV500 W6,Mahindra,2013,548900,49800,Diesel,5.0,1,1199 CC,73.9 bhp,22.07 kmpl
461,Tata Tigor Revotron,Tata,2019,650000,100,Diesel,5.0,1,1248 CC,73.94 bhp,23.2 kmpl
462,Maruti Suzuki 800,Maruti,2001,55000,81876,Petrol,5.0,1,1461 CC,63.1 bhp,23.08 kmpl
463,Maruti Suzuki Ertiga,Maruti,2015,550000,75000,Petrol,5.0,1,1582 CC,126.32 bhp,22.32 kmpl
464,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol,5.0,1,2497 CC,150 bhp,10.8 kmpl
465,Honda Mobilio S,Honda,2014,399000,44000,Diesel,7.0,1,2987 CC,258 bhp,11.0 kmpl
466,Maruti Suzuki Ertiga,Maruti,2016,730000,55000,Diesel,5.0,1,2354 CC,187.4 bhp,12.0 kmpl
467,Maruti Suzuki Vitara,Maruti,2017,725000,36000,Diesel,5.0,1,1582 CC,126.2 bhp,17.01 kmpl
468,Hyundai Verna 1.6,Hyundai,2016,195000,56000,Diesel,5.0,2,1086 CC,68.05 bhp,19.81 kmpl
469,Maruti Suzuki Swift,Maruti,2007,130000,62000,Petrol,5.0,1,2143 CC,136 bhp,20.0 kmpl
470,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel,7.0,1,1373 CC,93.7 bhp,16.02 kmpl
471,Maruti Suzuki Omni,Maruti,2014,190000,6020,Petrol,5.0,2,1896 CC,66 bhp,18.7 kmpl
472,Honda Amaze,Honda,2013,250000,55700,Diesel,5.0,1,1198 CC,86.7 bhp,18.0 kmpl
473,Tata Indica,Tata,2005,80000,42000,Petrol,5.0,1,993 CC,60 bhp,17.3 kmpl
474,Hyundai Santro Xing,Hyundai,2003,120000,50000,Petrol,5.0,1,1586 CC,103.3 bhp,15.5 kmpl
475,Maruti Suzuki Zen,Maruti,2010,149000,35000,Petrol,5.0,1,1198 CC,86.8 bhp,16.5 kmpl
476,Maruti Suzuki Wagon,Maruti,2014,250000,18500,Petrol,5.0,1,998 CC,67.1 bhp,18.9 kmpl
477,Maruti Suzuki Wagon,Maruti,2007,120000,7000,Petrol,5.0,2,2362 CC,164.7 bhp,12.1 kmpl
478,Honda Brio VX,Honda,2017,450000,11000,Petrol,5.0,1,1199 CC,79.4 bhp,18.6 kmpl
479,Maruti Suzuki Zen,Maruti,2003,99999,53000,Petrol,5.0,1,1498 CC,89.84 bhp,22.7 kmpl
480,Maruti Suzuki Zen,Maruti,2008,135000,23000,Petrol,5.0,2,1248 CC,75 bhp,17.8 kmpl
481,Maruti Suzuki Wagon,Maruti,2016,225000,35500,Diesel,5.0,1,2987 CC,282 bhp,13.5 kmpl
482,Maruti Suzuki Alto,Maruti,2010,99000,22134,Petrol,7.0,2,1497 CC,117.3 bhp,17.3 kmpl
483,Renault Kwid RXT,Renault,2019,370000,1000,Petrol,5.0,2,1197 CC,82 bhp,18.9 kmpl
484,Tata Nano Lx,Tata,2010,52000,9000,Petrol,7.0,1,2179 CC,140 bhp,16.0 kmpl
485,Jaguar XE XE,Jaguar,2016,2800000,8500,Petrol,5.0,2,1598 CC,105 bhp,14.83 kmpl
486,Hyundai Eon Magna,Hyundai,2014,190000,35000,Petrol,5.0,1,1591 CC,121.3 bhp,15.29 kmpl
487,Honda City 1.5,Honda,2014,499000,22000,Petrol,7.0,1,1997 CC,120 bhp,15.4 kmpl
488,Hindustan Motors Ambassador,Hindustan,2002,90000,25000,Diesel,5.0,1,1598 CC,103.5 bhp,20.5 kmpl
489,Maruti Suzuki Ritz,Maruti,2010,149000,40000,Petrol,5.0,1,1461 CC,108.45 bhp,19.01 kmpl
490,Hyundai Grand i10,Hyundai,2017,400000,20000,Petrol,5.0,1,2993 CC,245 bhp,11.7 kmpl
491,Hyundai Eon D,Hyundai,2016,120000,87000,Petrol,5.0,1,1496 CC,88.73 bhp,17.6 kmpl
492,Maruti Suzuki Swift,Maruti,2015,250000,55000,Petrol,5.0,1,998 CC,67.04 bhp,22.5 kmpl
493,Maruti Suzuki Wagon,Maruti,2017,375000,23000,Petrol,5.0,1,1591 CC,121.3 bhp,15.8 kmpl
494,Honda Amaze 1.2,Honda,2014,381000,6000,Petrol,5.0,1,998 CC,67.04 bhp,23.1 kmpl
495,Maruti Suzuki Estilo,Maruti,2013,180000,65000,Petrol,5.0,1,2179 CC,187.7 bhp,12.7 kmpl
496,Maruti Suzuki Vitara,Maruti,2016,580000,25000,Diesel,5.0,1,1199 CC,76.8 bhp,18.6 kmpl
497,Maruti Suzuki Eeco,Maruti,2015,278000,39000,Petrol,4.0,2,624 CC,37.5 bhp,25.4 kmpl
498,Hyundai Creta 1.6,Hyundai,2016,1000000,8000,Petrol,5.0,2,2987 CC,198.5 bhp,11.0 kmpl
499,Mahindra Scorpio Vlx,Mahindra,2013,690000,75000,Diesel,5.0,1,1197 CC,81.80 bhp,22.0 kmpl
500,Maruti Suzuki Ertiga,Maruti,2012,480000,51000,Diesel,5.0,1,1368 CC,112 bhp,14.6 kmpl
501,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000,50000,Petrol,5.0,1,1197 CC,81.80 bhp,20.4 kmpl
502,Maruti Suzuki Maruti,Maruti,2001,40000,75000,Petrol,7.0,1,2982 CC,171 bhp,11.5 kmpl
503,Maruti Suzuki Alto,Maruti,2015,90000,55800,Petrol,7.0,1,1373 CC,93.7 bhp,16.02 kmpl
504,Hyundai Grand i10,Hyundai,2015,340000,53000,Petrol,5.0,1,1995 CC,154 bhp,12.05 kmpl
505,Hyundai Eon D,Hyundai,2018,260000,25000,Petrol,7.0,1,1373 CC,93.7 bhp,16.02 kmpl
506,Ford Fiesta SXi,Ford,2009,250000,56400,Petrol,5.0,2,1497 CC,118 bhp,16.8 kmpl
507,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel,7.0,1,2199 CC,194.3 bhp,14.66 kmpl
508,Hyundai Verna Fluidic,Hyundai,2012,350000,10000,Diesel,5.0,1,1405 CC,70 bhp,17.0 kmpl
509,Maruti Suzuki Wagon,Maruti,2006,90001,48000,Petrol,5.0,2,2497 CC,204 bhp,10.93 kmpl
510,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol,5.0,1,1248 CC,73.9 bhp,19.3 kmpl
511,Audi A6 2.0,Audi,2012,1599000,11500,Diesel,5.0,1,1399 CC,67 bhp,17.8 kmpl
512,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol,5.0,1,1497 CC,117.3 bhp,18.0 kmpl
513,Maruti Suzuki Wagon,Maruti,2009,159000,27000,Petrol,7.0,1,2982 CC,168.5 bhp,13.0 kmpl
514,Maruti Suzuki Wagon,Maruti,2009,160000,35000,Petrol,5.0,1,1198 CC,86.7 bhp,18.0 kmpl
515,Maruti Suzuki Alto,Maruti,2010,110000,55000,Petrol,5.0,1,1396 CC,88.73 bhp,22.54 kmpl
516,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol,7.0,2,1248 CC,73.8 bhp,18.2 kmpl
517,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol,5.0,1,1950 CC,181.43 bhp,0.0 kmpl
518,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol,5.0,1,1586 CC,103.2 bhp,12.6 kmpl
519,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol,7.0,1,2494 CC,100 bhp,12.99 kmpl
520,Hyundai Santro,Hyundai,2000,51999,88000,Petrol,5.0,2,1995 CC,177 bhp,18.48 kmpl
521,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol,5.0,1,1461 CC,108.45 bhp,19.01 kmpl
522,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel,5.0,1,1995 CC,190 bhp,20.68 kmpl
523,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol,5.0,1,1497 CC,78 bhp,17.7 kmpl
524,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol,5.0,1,1248 CC,88.5 bhp,28.09 kmpl
525,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel,5.0,2,1298 CC,85.8 bhp,17.5 kmpl
526,Tata Indica V2,Tata,2005,35000,150000,Diesel,7.0,1,2179 CC,140 bhp,15.1 kmpl
527,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel,5.0,1,1799 CC,130 bhp,13.5 kmpl
528,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol,7.0,2,1248 CC,88.50 bhp,25.47 kmpl
529,Honda City 1.5,Honda,2009,269000,55000,Petrol,5.0,1,1364 CC,67.04 bhp,23.59 kmpl
530,Tata Nano,Tata,2013,60000,6800,Petrol,2.0,1,1984 CC,207.8 bhp,9.9 kmpl
531,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel,5.0,1,1498 CC,108.4 bhp,21.13 kmpl
532,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel,5.0,1,1498 CC,88.8 bhp,20.14 kmpl
533,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel,5.0,1,1461 CC,65 bhp,19.2 kmpl
534,Mahindra XUV500 W6,Mahindra,2014,8500003,45000,Diesel,7.0,1,2755 CC,171.5 bhp,11.36 kmpl
535,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel,5.0,1,1995 CC,184 bhp,18.88 kmpl
536,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol,5.0,1,1498 CC,98.6 bhp,27.3 kmpl
537,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol,5.0,1,1498 CC,98.6 bhp,25.8 kmpl
538,Force Motors One,Force,2013,550000,140000,Diesel,5.0,1,2179 CC,187.7 bhp,16.36 kmpl
539,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol,5.0,1,1956 CC,170 bhp,17.1 kmpl
540,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol,5.0,1,1794 CC,132 bhp,12.5 kmpl
541,Hyundai i10,Hyundai,2009,215000,27000,Petrol,5.0,1,1497 CC,118 bhp,17.0 kmpl
542,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel,5.0,1,1197 CC,85.8 bhp,18.6 kmpl
543,Renault Duster 85PS,Renault,2013,401919,57923,Diesel,5.0,1,1582 CC,126.32 bhp,22.32 kmpl
544,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel,7.0,2,2523 CC,62.1 bhp,15.96 kmpl
545,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol,5.0,1,1248 CC,74 bhp,22.9 kmpl
546,BMW 5 Series,BMW,2009,650000,37518,Petrol,5.0,1,1086 CC,null bhp,17.0 kmpl
547,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol,5.0,1,1968 CC,174.33 bhp,17.68 kmpl
548,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel,5.0,3,1299 CC,70 bhp,13.8 kmpl
549,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel,5.0,1,1498 CC,88 bhp,20.14 kmpl
550,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel,7.0,1,2523 CC,63 bhp,13.6 kmpl
551,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel,5.0,1,1498 CC,98.6 bhp,25.1 kmpl
552,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel,5.0,1,1199 CC,82.5 bhp,18.2 kmpl
553,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel,5.0,1,1197 CC,81.83 bhp,18.6 kmpl
554,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol,5.0,1,1995 CC,184 bhp,17.05 kmpl
555,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol,5.0,1,1995 CC,177 bhp,15.06 kmpl
556,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel,7.0,1,2982 CC,168.5 bhp,12.55 kmpl
557,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel,7.0,1,4134 CC,335.2 bhp,11.33 kmpl
558,Tata Indigo CS,Tata,2016,150000,104000,Diesel,7.0,1,1248 CC,88.76 bhp,20.77 kmpl
559,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol,5.0,1,1197 CC,80 bhp,18.5 kmpl
560,Tata Indigo eCS,Tata,2014,95000,195000,Diesel,5.0,2,3498 CC,364.9 bhp,10.13 kmpl
561,Tata Indigo LX,Tata,2016,230000,104000,Diesel,5.0,1,1461 CC,83.8 bhp,20.45 kmpl
562,Tata Indigo eCS,Tata,2016,230000,104000,Diesel,7.0,2,1493 CC,100 bhp,17.21 kmpl
563,Tata Indigo Marina,Tata,2004,180000,70000,Diesel,7.0,1,2982 CC,168.5 bhp,12.55 kmpl
564,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel,5.0,1,1248 CC,73.9 bhp,19.3 kmpl
565,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol,5.0,1,1248 CC,74 bhp,25.2 kmpl
566,Renault Duster 85,Renault,2015,385000,51000,Diesel,5.0,1,1984 CC,177.01 bhp,13.53 kmpl
567,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol,6.0,3,2835 CC,107.2 bhp,10.5 kmpl
568,Tata Nano LX,Tata,2010,32000,48008,Petrol,5.0,1,2179 CC,187.7 bhp,16.36 kmpl
569,Renault Duster 110,Renault,2013,435000,39000,Diesel,5.0,1,1968 CC,141 bhp,19.3 kmpl
570,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol,5.0,1,1798 CC,138.03 bhp,14.28 kmpl
571,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol,8.0,1,796 CC,35 bhp,19.7 kmpl
572,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel,5.0,1,2143 CC,170 bhp,17.9 kmpl
573,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol,5.0,1,1498 CC,108.5 bhp,21.5 kmpl
574,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol,7.0,1,2179 CC,140 bhp,16.0 kmpl
575,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol,5.0,1,1461 CC,83.8 bhp,20.45 kmpl
576,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol,5.0,2,1582 CC,126.32 bhp,22.32 kmpl
577,Tata Zest XE,Tata,2017,380000,70000,Diesel,7.0,2,2179 CC,120 bhp,15.4 kmpl
578,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel,5.0,1,1582 CC,126.2 bhp,23.9 kmpl
579,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol,7.0,2,2967 CC,241.4 bhp,12.07 kmpl
580,Tata Manza Aqua,Tata,2014,160000,200000,Diesel,5.0,1,1150 CC,76 bhp,14.7 kmpl
581,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol,8.0,1,2393 CC,147.8 bhp,13.68 kmpl
582,Tata Venture EX,Tata,2013,100000,30000,Diesel,5.0,1,1199 CC,73.9 bhp,22.07 kmpl
583,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol,5.0,1,1248 CC,88.5 bhp,24.3 kmpl
584,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel,5.0,1,814 CC,55.2 bhp,21.1 kmpl
585,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG,5.0,1,1497 CC,118 bhp,17.0 kmpl
586,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel,5.0,2,2354 CC,177.6 bhp,12.8 kmpl
587,Tata Sumo Gold,Tata,2012,210000,75000,Diesel,8.0,1,2498 CC,112 bhp,14.0 kmpl
588,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel,5.0,2,1497 CC,116.3 bhp,16.8 kmpl
589,Tata Sumo Gold,Tata,2012,210000,75000,Diesel,7.0,1,2179 CC,140 bhp,16.0 kmpl
590,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel,5.0,1,1396 CC,88.76 bhp,21.27 kmpl
591,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol,7.0,1,2982 CC,168.5 bhp,13.0 kmpl
592,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol,8.0,1,2523 CC,63 bhp,13.6 kmpl
593,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel,5.0,1,1298 CC,85 bhp,15.9 kmpl
594,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol,5.0,3,1086 CC,null bhp,0.0 kmpl
595,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol,5.0,1,1496 CC,113.98 bhp,20.7 kmpl
596,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol,5.0,1,1968 CC,174.33 bhp,15.73 kmpl
597,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel,7.0,1,1498 CC,98.6 bhp,21.9 kmpl
598,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol,5.0,1,1968 CC,138.03 bhp,19.33 kmpl
599,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel,5.0,1,1197 CC,81.86 bhp,19.1 kmpl
600,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol,5.0,1,1197 CC,81.80 bhp,20.89 kmpl
601,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,5.0,1,1995 CC,190 bhp,18.12 kmpl
602,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,5.0,1,1299 CC,70 bhp,13.8 kmpl
603,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,5.0,1,1197 CC,78.9 bhp,20.36 kmpl
604,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel,5.0,1,1995 CC,181 bhp,16.07 kmpl
605,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel,5.0,2,1199 CC,79.4 bhp,18.6 kmpl
606,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol,5.0,1,1086 CC,null bhp,0.0 kmpl
607,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel,5.0,2,1405 CC,null bhp,13.5 kmpl
608,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel,7.0,1,2179 CC,140 bhp,15.1 kmpl
609,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel,5.0,1,1248 CC,88.5 bhp,28.09 kmpl
610,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel,5.0,1,2143 CC,201.15 bhp,19.71 kmpl
