,name,company,year,Price,kms_driven,fuel_type,Seats,Owner_Type,Engine,Power,Mileage
611,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol,5.0,3,1497 CC,78 bhp,16.4 kmpl
612,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol,7.0,1,2982 CC,169 bhp,11.5 kmpl
613,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol,5.0,1,998 CC,67.1 bhp,24.07 kmpl
614,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol,5.0,1,1999 CC,237.4 bhp,9.43 kmpl
615,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol,5.0,1,1396 CC,90 bhp,21.9 kmpl
616,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol,7.0,1,1497 CC,117.3 bhp,16.0 kmpl
617,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel,5.0,1,1794 CC,125 bhp,13.4 kmpl
618,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol,5.0,1,1968 CC,174.33 bhp,17.68 kmpl
619,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol,7.0,1,2494 CC,100.6 bhp,12.99 kmpl
620,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol,5.0,1,1120 CC,70 bhp,24.0 kmpl
621,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel,5.0,1,1598 CC,105 bhp,14.8 kmpl
622,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol,7.0,1,2494 CC,102 bhp,12.8 kmpl
623,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol,5.0,2,1493 CC,110 bhp,16.8 kmpl
624,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel,5.0,2,1248 CC,73.94 bhp,23.2 kmpl
625,Tata Indica eV2,Tata,2015,140000,60105,Diesel,7.0,2,2967 CC,241.4 bhp,12.07 kmpl
626,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel,5.0,1,1197 CC,81.83 bhp,18.6 kmpl
627,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel,5.0,1,1248 CC,88.5 bhp,24.3 kmpl
628,BMW 3 Series,BMW,2011,1075000,35000,Diesel,5.0,1,1497 CC,117.3 bhp,17.4 kmpl
629,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol,5.0,1,1373 CC,91.1 bhp,20.73 kmpl
630,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel,5.0,1,1498 CC,99.6 bhp,17.5 kmpl
631,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel,5.0,1,1199 CC,73.9 bhp,22.07 kmpl
632,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel,7.0,1,1248 CC,88.8 bhp,20.77 kmpl
633,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol,5.0,1,1248 CC,74 bhp,26.59 kmpl
634,Honda City SV,Honda,2014,475000,34000,Diesel,5.0,1,2143 CC,170 bhp,14.84 kmpl
635,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol,5.0,1,1198 CC,86.8 bhp,19.4 kmpl
636,Honda City 1.5,Honda,2005,120000,68000,Petrol,5.0,1,1086 CC,66.7 bhp,16.0 kmpl
637,Audi A4 2.0,Audi,2016,1900000,44000,Diesel,5.0,1,1582 CC,126.32 bhp,22.32 kmpl
638,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel,5.0,1,1248 CC,88.5 bhp,28.09 kmpl
639,Tata Zest XE,Tata,2018,450000,102563,Diesel,5.0,2,1299 CC,70 bhp,13.8 kmpl
640,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel,5.0,2,1199 CC,74 bhp,16.2 kmpl
641,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel,5.0,1,1199 CC,88.7 bhp,18.7 kmpl
642,Tata Sumo Gold,Tata,2014,275000,116000,Diesel,5.0,2,1498 CC,98.6 bhp,25.8 kmpl
643,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol,5.0,1,1396 CC,88.73 bhp,22.54 kmpl
644,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel,5.0,1,1248 CC,73.9 bhp,21.1 kmpl
645,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol,5.0,1,1497 CC,116.3 bhp,16.8 kmpl
646,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel,5.0,1,1798 CC,160 bhp,13.14 kmpl
647,Renault Duster,Renault,2014,800000,7400,Diesel,5.0,1,1248 CC,88.5 bhp,24.3 kmpl
648,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel,5.0,2,1197 CC,80 bhp,17.0 kmpl
649,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel,5.0,1,998 CC,67.1 bhp,24.07 kmpl
650,Audi A4 2.0,Audi,2013,1510000,27000,Diesel,5.0,1,814 CC,55.2 bhp,21.1 kmpl
651,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel,5.0,1,1197 CC,78.9 bhp,20.36 kmpl
652,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol,2.0,1,3498 CC,306 bhp,18.1 kmpl
653,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel,5.0,1,1968 CC,187.74 bhp,18.53 kmpl
654,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol,5.0,1,1498 CC,98.59 bhp,22.77 kmpl
655,BMW X1,BMW,2011,1000000,34000,Diesel,5.0,1,1968 CC,140 bhp,14.3 kmpl
656,Datsun Redi GO,Datsun,2018,299999,7000,Petrol,7.0,1,2393 CC,147.8 bhp,13.68 kmpl
657,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel,5.0,3,1399 CC,68 bhp,20.0 kmpl
658,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel,5.0,3,1399 CC,92.7 bhp,14.49 kmpl
659,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel,5.0,1,1197 CC,85.80 bhp,18.5 kmpl
660,Tata Indigo CS,Tata,2017,270000,50000,Diesel,5.0,1,2179 CC,147.51 bhp,12.39 kmpl
661,Ford Figo Petrol,Ford,2019,525000,0,Petrol,5.0,1,1197 CC,82 bhp,18.9 kmpl
662,Honda City ZX,Honda,2006,180000,50000,Petrol,7.0,1,3198 CC,197.2 bhp,10.91 kmpl
663,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol,5.0,1,1968 CC,167.6 bhp,12.8 kmpl
664,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol,5.0,1,1591 CC,121.3 bhp,17.01 kmpl
665,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel,5.0,1,2143 CC,204 bhp,13.0 kmpl
666,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol,5.0,1,2987 CC,165 bhp,0.0 kmpl
667,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol,5.0,2,1298 CC,85.8 bhp,17.5 kmpl
668,Renault Duster RxL,Renault,2015,550000,36000,Petrol,5.0,1,1343 CC,90 bhp,13.0 kmpl
669,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol,5.0,1,1461 CC,83.8 bhp,20.46 kmpl
670,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol,5.0,1,2143 CC,170 bhp,14.84 kmpl
671,Honda WR V,Honda,2009,250000,60000,Petrol,5.0,1,2993 CC,258 bhp,15.97 kmpl
672,Tata Indigo CS,Tata,2016,110000,85000,Diesel,5.0,1,1197 CC,82 bhp,19.1 kmpl
673,Renault Duster 110,Renault,2013,490000,38600,Diesel,5.0,1,1197 CC,81.80 bhp,22.0 kmpl
674,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel,4.0,1,1995 CC,181 bhp,16.07 kmpl
675,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol,5.0,1,796 CC,47.3 bhp,22.74 kmpl
676,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol,5.0,2,1968 CC,174.33 bhp,17.11 kmpl
677,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel,4.0,2,1598 CC,181 bhp,13.6 kmpl
678,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol,7.0,2,2967 CC,241.4 bhp,12.07 kmpl
679,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol,5.0,1,936 CC,57.6 bhp,25.44 kmpl
680,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol,5.0,1,998 CC,67.04 bhp,20.51 kmpl
681,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel,5.0,1,1461 CC,108.5 bhp,19.01 kmpl
682,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol,5.0,1,1197 CC,83.14 bhp,20.85 kmpl
683,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel,5.0,1,1499 CC,110.4 bhp,15.63 kmpl
684,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel,5.0,1,1197 CC,80 bhp,18.5 kmpl
685,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel,5.0,1,1599 CC,103.2 bhp,16.2 kmpl
686,Hyundai Santro,Hyundai,2003,60000,51000,Petrol,5.0,1,1995 CC,184 bhp,18.88 kmpl
687,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel,5.0,1,1186 CC,73.97 bhp,24.0 kmpl
688,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel,5.0,2,1497 CC,117.3 bhp,17.4 kmpl
689,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel,,3,,,16.1 kmpl
690,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel,5.0,1,1248 CC,74 bhp,25.2 kmpl
691,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol,5.0,1,1248 CC,74 bhp,27.39 kmpl
692,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol,7.0,1,2179 CC,138.1 bhp,14.0 kmpl
693,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel,5.0,2,1495 CC,94 bhp,13.2 kmpl
694,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol,5.0,1,1248 CC,74 bhp,25.2 kmpl
695,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol,5.0,2,1248 CC,null bhp,17.8 kmpl
696,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol,4.0,1,624 CC,37.48 bhp,21.9 kmpl
697,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel,7.0,1,1248 CC,88.50 bhp,25.47 kmpl
698,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol,5.0,2,998 CC,67.04 bhp,23.1 kmpl
699,Tata Indica V2,Tata,2009,90000,30600,Diesel,5.0,1,1248 CC,74 bhp,25.2 kmpl
700,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol,5.0,1,1598 CC,103.6 bhp,15.04 kmpl
701,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol,5.0,1,1896 CC,105 bhp,15.5 kmpl
702,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol,5.0,2,1496 CC,113.98 bhp,20.7 kmpl
703,Honda City 1.5,Honda,2005,95000,41000,Petrol,5.0,1,1396 CC,53.5 bhp,17.2 kmpl
704,Nissan Micra XL,Nissan,2017,430000,62500,Diesel,5.0,1,1086 CC,null bhp,17.0 kmpl
705,Honda City 1.5,Honda,2005,115000,68000,Petrol,,2,,,0.0 kmpl
706,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol,5.0,1,1497 CC,117.3 bhp,18.0 kmpl
707,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol,5.0,1,2179 CC,187.7 bhp,16.36 kmpl
708,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel,5.0,1,2143 CC,204 bhp,15.0 kmpl
709,Tata Indica eV2,Tata,2012,85000,55000,Diesel,5.0,3,1991 CC,147.9 bhp,18.3 kmpl
710,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol,7.0,1,2179 CC,140 bhp,15.1 kmpl
711,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol,5.0,1,1796 CC,186 bhp,11.74 kmpl
712,Hyundai Eon,Hyundai,2014,200000,28000,Petrol,5.0,1,1199 CC,88.7 bhp,18.2 kmpl
713,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel,5.0,1,1496 CC,88.73 bhp,16.78 kmpl
714,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel,5.0,1,1197 CC,81.80 bhp,20.4 kmpl
715,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel,5.0,3,998 CC,66.1 bhp,19.0 kmpl
716,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol,4.0,1,624 CC,37.48 bhp,25.4 kmpl
717,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol,5.0,1,1498 CC,99 bhp,25.5 kmpl
718,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol,5.0,1,1590 CC,94 bhp,15.4 kmpl
719,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel,5.0,1,1995 CC,184 bhp,18.88 kmpl
720,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel,5.0,1,1998 CC,163.7 bhp,17.9 kmpl
721,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol,8.0,1,2609 CC,116.6 bhp,12.7 kmpl
722,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel,5.0,1,1396 CC,69 bhp,25.0 kmpl
723,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol,4.0,1,1991 CC,147.9 bhp,18.1 kmpl
724,Hyundai Santro,Hyundai,2002,60000,47000,Petrol,8.0,1,2494 CC,102 bhp,12.8 kmpl
725,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol,5.0,1,2143 CC,167.62 bhp,19.27 kmpl
726,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol,5.0,2,1197 CC,85.80 bhp,18.5 kmpl
727,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol,8.0,1,2494 CC,102 bhp,12.8 kmpl
728,Tata Indica V2,Tata,2012,115000,64000,Diesel,7.0,2,2982 CC,168.5 bhp,12.55 kmpl
729,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel,5.0,2,1197 CC,78.9 bhp,16.95 kmpl
730,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol,5.0,1,1582 CC,126.32 bhp,22.32 kmpl
731,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel,5.0,1,1968 CC,174.33 bhp,15.73 kmpl
732,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol,5.0,1,1199 CC,79.4 bhp,18.6 kmpl
733,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol,5.0,2,1399 CC,68 bhp,17.8 kmpl
734,Toyota Corolla,Toyota,2006,160000,40000,Petrol,5.0,1,1399 CC,68 bhp,20.0 kmpl
735,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol,5.0,1,998 CC,67.04 bhp,23.1 kmpl
736,Tata Sumo Grande,Tata,2010,130000,90000,Diesel,5.0,1,2143 CC,107.3 bhp,20.0 kmpl
737,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel,5.0,1,1591 CC,121.3 bhp,15.8 kmpl
738,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol,5.0,1,998 CC,67.1 bhp,18.9 kmpl
739,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol,5.0,1,2148 CC,170 bhp,10.0 kmpl
740,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol,5.0,1,1499 CC,110.4 bhp,18.88 kmpl
741,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel,5.0,2,1995 CC,148 bhp,13.73 kmpl
742,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel,7.0,1,2179 CC,140 bhp,16.0 kmpl
743,Tata Indigo eCS,Tata,2016,130000,150000,Diesel,8.0,1,796 CC,34.2 bhp,16.8 kmpl
744,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel,5.0,1,998 CC,67.04 bhp,22.5 kmpl
745,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel,5.0,2,1582 CC,126.32 bhp,22.32 kmpl
746,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol,5.0,1,1197 CC,81.83 bhp,18.6 kmpl
747,Tata Sumo Gold,Tata,2013,215000,100000,Petrol,5.0,1,1248 CC,74 bhp,23.4 kmpl
748,Tata Nano,Tata,2013,60000,7000,Petrol,5.0,1,998 CC,67.1 bhp,24.07 kmpl
749,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol,10.0,2,2446 CC,75 bhp,13.1 kmpl
750,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol,5.0,1,1197 CC,78.9 bhp,20.36 kmpl
751,Hyundai Creta,Hyundai,2016,900000,60000,Diesel,5.0,2,1896 CC,105 bhp,17.0 kmpl
752,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel,5.0,2,1197 CC,81.83 bhp,18.6 kmpl
753,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol,5.0,1,2993 CC,235 bhp,11.5 kmpl
754,Tata Bolt XM,Tata,2015,600000,15000,Petrol,5.0,1,1995 CC,190 bhp,22.69 kmpl
755,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol,5.0,1,1399 CC,92.7 bhp,14.49 kmpl
756,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol,5.0,2,2143 CC,203 bhp,14.21 kmpl
757,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel,5.0,1,998 CC,67.04 bhp,20.51 kmpl
758,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol,5.0,1,799 CC,53.3 bhp,25.17 kmpl
759,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol,5.0,1,1498 CC,108.62 bhp,21.66 kmpl
760,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol,5.0,1,796 CC,47.3 bhp,22.74 kmpl
761,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel,5.0,1,1197 CC,81.83 bhp,18.6 kmpl
762,Tata Indica V2,Tata,2005,60000,80000,Diesel,5.0,1,1197 CC,null bhp,18.3 kmpl
763,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel,5.0,3,1197 CC,80 bhp,17.0 kmpl
764,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel,5.0,1,1396 CC,88.73 bhp,22.54 kmpl
765,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel,5.0,1,998 CC,67.04 bhp,20.51 kmpl
766,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol,5.0,2,1396 CC,88.73 bhp,22.54 kmpl
767,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol,5.0,1,1197 CC,103.6 bhp,17.21 kmpl
768,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol,5.0,1,1399 CC,68.05 bhp,20.0 kmpl
769,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol,5.0,2,1197 CC,85.8 bhp,18.6 kmpl
770,Datsun Go Plus,Datsun,2016,285000,13900,Petrol,5.0,1,1120 CC,70 bhp,24.0 kmpl
771,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel,7.0,1,2179 CC,118.3 bhp,14.02 kmpl
772,Tata Indica V2,Tata,2005,39999,80000,Diesel,5.0,1,796 CC,38.4 bhp,26.83 km/kg
773,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol,5.0,1,1086 CC,68.05 bhp,19.81 kmpl
774,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol,5.0,1,1968 CC,141 bhp,19.3 kmpl
775,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel,7.0,1,2993 CC,258 bhp,15.97 kmpl
776,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol,5.0,1,998 CC,67.04 bhp,23.1 kmpl
777,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel,5.0,2,1598 CC,103.6 bhp,20.54 kmpl
778,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol,7.0,1,1248 CC,88.8 bhp,20.77 kmpl
779,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol,5.0,1,1399 CC,68.05 bhp,20.0 kmpl
780,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol,5.0,2,2967 CC,241.38 bhp,16.77 kmpl
781,Mahindra Logan,Mahindra,2009,130000,65000,Diesel,7.0,1,2393 CC,147.8 bhp,13.68 kmpl
782,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol,5.0,1,1582 CC,126.3 bhp,22.32 kmpl
783,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel,5.0,1,1086 CC,62.1 bhp,17.92 kmpl
784,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol,5.0,2,1968 CC,147.51 bhp,16.55 kmpl
785,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol,5.0,1,1896 CC,105 bhp,17.0 kmpl
786,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol,5.0,1,1997 CC,153.86 bhp,13.7 kmpl
787,Hyundai Eon,Hyundai,2018,260000,25000,Petrol,5.0,1,1582 CC,126.32 bhp,22.32 kmpl
788,Tata Manza,Tata,2015,100000,100000,Diesel,7.0,1,1498 CC,98.6 bhp,24.5 kmpl
789,Toyota Etios G,Toyota,2013,265000,42000,Petrol,8.0,2,2494 CC,102 bhp,12.8 kmpl
790,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol,5.0,1,1197 CC,81.83 bhp,18.6 kmpl
791,Toyota Qualis,Toyota,2003,180000,100000,Diesel,7.0,2,2523 CC,63 bhp,13.6 kmpl
792,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol,5.0,1,1498 CC,103.2 bhp,20.34 kmpl
793,Tata Indica eV2,Tata,2016,50500,91200,Diesel,5.0,1,2179 CC,187.7 bhp,16.36 kmpl
794,Honda City 1.5,Honda,2009,270000,55000,Petrol,5.0,1,993 CC,60 bhp,17.3 kmpl
795,Tata Zest XE,Tata,2017,290000,120000,Diesel,5.0,1,2987 CC,258 bhp,13.0 kmpl
796,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel,7.0,2,2982 CC,171 bhp,11.5 kmpl
797,Tata Indigo eCS,Tata,2016,160000,104000,Diesel,5.0,1,1197 CC,82 bhp,18.9 kmpl
798,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel,5.0,1,1186 CC,73.97 bhp,25.4 kmpl
799,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol,5.0,1,1591 CC,121.3 bhp,15.29 kmpl
800,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol,5.0,1,1197 CC,78.9 bhp,20.36 kmpl
801,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel,5.0,1,1198 CC,86.8 bhp,19.4 kmpl
802,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel,7.0,1,2982 CC,168.5 bhp,12.55 kmpl
803,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol,5.0,1,1968 CC,140 bhp,16.55 kmpl
804,Honda City VX,Honda,2016,860000,95000,Petrol,7.0,1,2755 CC,171.5 bhp,11.36 kmpl
805,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel,5.0,1,1498 CC,98.6 bhp,25.1 kmpl
806,Hyundai Getz,Hyundai,2006,125000,80000,Petrol,5.0,1,1498 CC,98.6 bhp,25.1 kmpl
807,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol,5.0,1,999 CC,67 bhp,21.7 kmpl
808,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol,5.0,1,1248 CC,74 bhp,28.4 kmpl
809,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel,5.0,1,998 CC,67.04 bhp,23.1 kmpl
810,Skoda Fabia,Skoda,2009,110000,45000,Petrol,7.0,1,2179 CC,140 bhp,15.1 kmpl
811,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol,5.0,1,1086 CC,68.05 bhp,19.81 kmpl
812,Tata Indica V2,Tata,2009,110000,30000,Diesel,5.0,4,1995 CC,163.5 bhp,9.7 kmpl
813,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol,4.0,1,1984 CC,226.6 bhp,14.33 kmpl
814,Tata Zest XM,Tata,2018,260000,27000,Diesel,5.0,1,1461 CC,84.8 bhp,21.64 kmpl
815,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel,5.0,1,998 CC,67.1 bhp,18.9 kmpl
